"Tabel 2.4. Nama-Nama Kepala Desa di Kecamatan Kormomolin, 2011",
,
Desa ,Nama Kepala Desa
Lorwembun ,Pius Batlayeri
Alusi Batjas ,Thomas Lalamafu
Alusi Tamrian ,Fidelis Risilay
Alusi Bukjalim ,Blasus Amelwatin
Alusi Kelaan ,Yosentus Sorlury
Alusi Krawain ,Wiro Atjas
Meyano Raya* ,-
Kilmasa ,Bernardus Ratuanik
Lumasebu ,Anton Ratuanik
