Tabel 1.1.2 Letak Geografis Desa di Kecamatan Wertamrian,,,,,,,
,,,,,,,
Desa ,Letak,,,,,,
Tumbur ,Pesisir Pantai,,,,,,
Lorulun ,Pesisir Pantai,,,,,,
Atubul Raya ,Pesisir Pantai,,,,,,
Amdasa ,Pesisir Pantai,,,,,,
Sangliat Dol ,Pesisir Pantai,,,,,,
Sangliat Krawain ,Pesisir Pantai,,,,,,
Arui Bab ,Pesisir Pantai,,,,,,
Arui Das ,Pesisir Pantai,,,,,,
,,,,,,,
,,,,,,,
