Tabel 1.1.3 Luas Wilayah Daratan Menurut Desa di Kecamatan Wertamrian,,,,,,,
,,,,,,,
Desa ,Luas Wilayah (km2),,,,,,
Tumbur ,100.23,,,,,,
Lorulun ,234.26,,,,,,
Atubul Raya ,317.48,,,,,,
Amdasa ,155.78,,,,,,
Sangliat Dol ,82.8,,,,,,
Sangliat Krawain ,94.07,,,,,,
Arui Bab ,155.29,,,,,,
Arui Das ,158.54,,,,,,
,,,,,,,
