"Tabel 4.15. Banyaknya Gedung Sekolah Menengah Tingkat Atas Swasta, Ruang Kelas, Guru Dan Murid di
Kecamatan Wuarlabobar 2009/2010 - 2011/2012",,,
,,,
Uraian ,2009/2010 ,2010/2011 ,2011/2012
Gedung Sekolah ,0,0,0
Sekolah ,0,0,0
Ruang Kelas ,0,0,0
Kelas ,0,0,0
Murid ,0,0,0
Guru ,0,0,0
