Tabel 5.8. Produksi Tanaman Sayuran di Kecamatan Wuarlabobar 2012,
,
Jenis Tanaman,Luas Panen (ha)
Bawang Merah ,4.2
Cabai ,4.2
Ketimun ,0
Wortel ,0
Petsai ,13
Kangkung ,6.6
Buncis ,1.8
