Tabel 1.5. Ketinggian Desa-Desa di Kecamatan Wuarlabobar,,,,,,,,
,,,,,,,,
Nama Desa,Ketinggian dari permukaan laut (m) (km),,,,,,,
Kilon ,150,,,,,,,
Abat ,4,,,,,,,
Labobar ,9,,,,,,,
Wunlah ,6,,,,,,,
Karatat ,6,,,,,,,
Awear Rumngeur ,5,,,,,,,
Watmasa**) ,5,,,,,,,
Lingada ,2,,,,,,,
