Tabel 5.7. Luas Panen Tanaman Sayuran di Kecamatan Wuarlabobar 2012,,,,,,,,
,,,,,,,,
Jenis Tanaman,Luas Panen (ha),,,,,,,
Bawang Merah ,1,,,,,,,
Cabai ,15,,,,,,,
Ketimun ,0,,,,,,,
Wortel ,0,,,,,,,
Petsai ,1,,,,,,,
Kangkung ,3,,,,,,,
Buncis ,3,,,,,,,
