Tabel 4.29. Banyaknya Anak Terlantardi Kecamatan Wuarlabobar 2012,
,
Jenis ,Jumlah Kasus
1. Yatim ,92
2. Piatu ,132
3. Yatim Piatu ,41
4. Cerai ,103
5. Pisah ,14
2012,382
