Tabel 5.6. Produksi Tanaman Buah ­ Buahan di Kecamatan Wuarlabobar 2012,,,,,,,,
,,,,,,,,
Jenis Tanaman,Produksi (Ton),,,,,,,
Mangga ,3698,,,,,,,
Pisang ,13695,,,,,,,
Pepaya ,1872,,,,,,,
Nanas ,56,,,,,,,
Jambu ,1361,,,,,,,
Sukun ,2287,,,,,,,
Nangka ,42,,,,,,,
