"Tabel 5.4.1 Populasi Ternak Dan Jumlah Ternak Yang Dipotong Menurut Jenis Ternak di Kecamatan Nirunmas,2012",,,,,,,,,,,,
,,,,,,,,,,,,
Jenis Ternak ,Populasi Ternak ,Jumlah Ternak Yang Dipotong,,,,,,,,,,
Sapi Potong ,0,0,,,,,,,,,,
Kerbau ,0,0,,,,,,,,,,
Kambing ,29,6,,,,,,,,,,
Domba ,0,0,,,,,,,,,,
Babi ,368,130,,,,,,,,,,
,,,,,,,,,,,,
