Tabel 1.1.1 Letak Geografis dan Batas Wilayah Kecamatan Nirunmas,
,
Letak Geografis,
Lintang : ,6° 39' ­ 7° 38' LS
Bujur : ,131° 12´ -131° 37´ BT
Batas Wilayah,
Utara :,Kecamatan Tanimbar Utara
Selatan : ,Kecamatan Kormomolin
Barat : ,Kecamatan Wuarlabobar
Timur :,Laut Arafura
