"Tabel 2.5 Banyaknya Surat Nikah yang Dikeluarkan Menurut Desa di Kecamatan Nirunmas, 2011- 2012",,,,,
,,,,,
Desa ,2011,2012,,,
Waturu ,3,2,,,
Tutukembong ,16,11,,,
Manglusi ,2,14,,,
Arma ,2,3,,,
Watmuri ,2,0,,,
,,,,,
,,,,,
,,,,,
,,,,,
