"Tabel 2.6 Banyaknya Akta Kelahiran yang Dikeluarkan Menurut Desa di Kecamatan Nirunmas, 2011 - 2012",,,,,
,,,,,
Desa ,2011,2012,,,
Waturu ,25,32,,,
Tutukembong ,50,40,,,
Manglusi ,25,32,,,
Arma ,27,15,,,
Watmuri ,30,20,,,
,,,,,
,,,,,
,,,,,
