Tabel 1.5. Jarak Ibukota Kecamatan dengan Desa di Kecamatan Tanimbar Utara,
,
Nama Desa,Jarak (km)
Larat - Lelingluan ,1.5
Ritabel ,1
Ridool ,0
Waitidal ,3
Keliobar ,26
Lamdesar Timur ,53
Lamdesar Barat ,50
Kelaan ,31
