Tabel 1.6. Objek­Objek Wisata di Kecamatan Tanimbar Utara,
,
Lokasi ,ObjekWisata
Lelingluan ,Wear Dodung
,Wear Laku
,Wear Madidi
,Watmomal
Ritabel ,Watitir
Ridool ,-
Waitidal ,Pulau Farnusan
,Pasir Pamali
,Pantai Ngurlean
,Watsori
Keliobar ,Wear Malela
,Pantai SBU Keliobar
Lamdesar Timur ,Watulma
Lamdesar Barat ,Ngurilaa
Kelaan ,Dabdubal
