"Tabel 3.5 Banyaknya Penduduk, Rumah Tangga, dan Rata-rata Anggota Rumah Tangga di Kecamatan Tanimbar Selatan, 2000, dan 2010",,,,,
,,,,,
Tahun ,Penduduk ,Rumah Tangga,Rata-rata Anggota Rumah Tangga,,
2000,"19,375","3,546",5,,
2010,"31,883","6,285",5,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
