"Tabel 1.1.3 Tinggi Wilayah di atas Permukaan laut (DPL) Menurut Desa di Kecamatan Tanimbar Selatan, 2012",
,
Desa ,Tinggi (m)
Saumlaki ,2
Olilit ,100
Sifnana ,3
Lauran ,3
Kabyarat ,15
Ilngei ,40
Wowonda ,1
Bomaki ,3
Lermatang ,1
Latdalam ,5
Matakus ,3
