"Tabel 1.1.6 Nama Sungai dan Letaknya di Kecamatan Wermaktian, 2012",,,,,,,,,,,,,
,,,,,,,,,,,,,
Letaknya ( Desa ),Nama Sungai,,,,,,,,,,,,
Batu Putih ,Ranobi,,,,,,,,,,,,
,Weyat,,,,,,,,,,,,
,Rantusan,,,,,,,,,,,,
,Weirsiat,,,,,,,,,,,,
,Wayetonan,,,,,,,,,,,,
Wermatang ,Muras,,,,,,,,,,,,
Makatian ,Amroye,,,,,,,,,,,,
,Tiamdil,,,,,,,,,,,,
,Wermala,,,,,,,,,,,,
,Asaunan,,,,,,,,,,,,
,Ramten,,,,,,,,,,,,
