"Tabel 7.2.1 Objek Wisata Menurut Lokasi di Kecamatan Wermaktian, 2012",
,
Lokasi ,Objek Wisata
Desa Makatian,1 Kampung Tua
,2 Taman Laut
,3 Pantai Tutun
,4 Tarian
,5 Tenunan
Desa Batu Putih ,1. Bukit Kristal
,2. Tarian
,3. Tenunan
Desa Rumah Salut ,1. Ditiratu Lakamela
