"Tabel 1.1.4 Tinggi Wilayah Di Atas Permukaan Laut (DPL) Menurut Desa Di Kecamatan Wermaktian, 2012",,,,,,,,,,,,,
,,,,,,,,,,,,,
Desa,Tinggi (m),,,,,,,,,,,,
Batu Putih ,30,,,,,,,,,,,,
Wermatang ,50,,,,,,,,,,,,
Makatian ,15,,,,,,,,,,,,
Weratan ,18,,,,,,,,,,,,
Themn ,25,,,,,,,,,,,,
Welutu ,25,,,,,,,,,,,,
Rumah Salut ,27,,,,,,,,,,,,
Kamatubun ,50,,,,,,,,,,,,
Marantutul ,20,,,,,,,,,,,,
