"Tabel 5.2.1 Luas Tanam Tanaman Sayuran Menurut Jenis Sayuran di Kecamatan Wermaktian (ha), 2011 - 2012",,,,,,,,,,,
,,,,,,,,,,,
Jenis Sayuran ,Luas Tanam (ha),,,,,,,,,,
Bawang Merah ,4.3,,,,,,,,,,
Cabe ,2,,,,,,,,,,
Kubis ,1.5,,,,,,,,,,
Petsai ,2.5,,,,,,,,,,
Kacang Panjang ,1,,,,,,,,,,
Buncis ,1,,,,,,,,,,
Bayam ,4,,,,,,,,,,
Kangkung ,8,,,,,,,,,,
