"Tabel 5.5.1 Jumlah Rumah Tangga Perikanan dan Nelayan Menurut Desa di Kecamatan Wermaktian, 2012",,,,,,,,,,,
,,,,,,,,,,,
Desa ,Rumah Tangga Perikanan,Nelayan,,,,,,,,,
Batu Putih ,30,91,,,,,,,,,
Wermatang ,13,47,,,,,,,,,
Makatian ,36,108,,,,,,,,,
Weratan ,54,219,,,,,,,,,
Themin ,27,97,,,,,,,,,
Welutu ,50,173,,,,,,,,,
Rumah Salut ,61,236,,,,,,,,,
Kamatubun ,58,207,,,,,,,,,
Marantutul ,12,37,,,,,,,,,
