"Tabel 1.1.2 Letak Geografis Desa di Kecamatan Wermaktian, 2012",,,,,,,,,,,,,
,,,,,,,,,,,,,
Desa ,Letak,,,,,,,,,,,,
Batu Putih ,Pesisir Pantai,,,,,,,,,,,,
Wermatang ,Pesisir Pantai,,,,,,,,,,,,
Makatian ,Pesisir Pantai,,,,,,,,,,,,
Weratan ,Pesisir Pantai,,,,,,,,,,,,
Themn ,Pesisir Pantai,,,,,,,,,,,,
Welutu ,Pesisir Pantai,,,,,,,,,,,,
Rumah Salut ,Pesisir Pantai,,,,,,,,,,,,
Kamatubun ,Pesisir Pantai,,,,,,,,,,,,
Marantutul ,Pesisir Pantai,,,,,,,,,,,,
