"Tabel 5.3.1 Luas Areal Tanaman Perkebunan Menurut Jenis Tanaman di Kecamatan Wermaktian (ha), 2011-2012",,,,,,,,,,,
,,,,,,,,,,,
Jenis Tanaman ,2011,2012,,,,,,,,,
Kelapa ,3111,3113,,,,,,,,,
Kopi ,0,0,,,,,,,,,
Kakao ,0,0,,,,,,,,,
Jambu Mete ,986,987,,,,,,,,,
Pala ,0,0,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
