"Tabel 5.3.2 Produksi Tanaman Perkebunan Menurut Jenis Tanaman di Kecamatan Wermaktian (ton), 2011-2012",,,,,,,,,,,
,,,,,,,,,,,
Jenis Tanaman ,2011,2012,,,,,,,,,
Kelapa ,5118,5361,,,,,,,,,
Kopi ,0,0,,,,,,,,,
Kakao ,0,0,,,,,,,,,
Jambu Mete ,1003,1004,,,,,,,,,
Pala ,0,0,,,,,,,,,
,,,,,,,,,,,
