Tabel 1.1.4 Tinggi Wilayah Di Atas Permukaan Laut (DPL) Menurut Desa di Kecamatan Selaru,
,
Desa,Tinggi (m)
Adaut,5
Kandar,10
Namtabung,30
Lingat,6
Werain * ),15
Eliasa,-
Fursui,20
