Tabel 1.1.3 Luas Wilayah Daratan Menurut Desa di Kecamatan Selaru,
,
Desa,Luas Wilayah Daratan (km2)
Adaut,303.52
Kandar,138.05
Namtabung,115.88
Lingat,138.55
Werain *),61.47
Eliasa,-
Fursui,68.79
Selaru,826.26
