Tabel 5.2.3 Produksi Buah-buahan di Kecamatan Molu Maru,
,
Jenis Buah-buahan,"Produksi
(Ton)
2012"
Mangga,21.50
Pisang,70.55
Pepaya,6.48
Nanas,0.25
Jambu,9.98
Sukun,7.26
Nangka,1.80
