Tabel 1.1.3 Letak Geografis Desa di Kecamatan Molu Maru,
,
Desa/ Village,Letak Desa/ Location of Village
Nurkat,Pesisir Pantai
Tutunametal,Pesisir Pantai
Wulmasa,Pesisir Pantai
Wadankou,Pesisir Pantai
Adodo Molu,Pesisir Pantai
