"Tabel 1.1.2 Luas Wilayah Menurut Desa di Kecamatan Tanimbar Selatan Tahun, 2012",
,
Desa ,Darat (Km)
Saumlaki * ,12.39
Olilit ,57.80
Sifnanan ,11.93
Lauran ,24.79
Kabyarat ** ,88.44
Ilngei ,130.25
Wowonda ,74.88
Bomaki ** ,-
Lermatang ,167.00
Latdalam ,258.22
Matakus * ,-
