"Tabel 4.2.3 Banyaknya Penolong Kelahiran di Kecamatan Tanimbar Selatan, 2012",,,,,,,,,,,
,,,,,,,,,,,
Dokter ,0,,,,,,,,,,
Bidan ,582,,,,,,,,,,
Dukun ,2,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
